id,id_index,kode_provinsi,nama_provinsi,periode_update,klinik,kategori,jumlah,satuan,tahun
2273,45462273,35,JAWA TIMUR,2021-10,EKSEKUTIF BEDAH UMUM,PEREMPUAN,55.0,PASIEN,2021
2274,45472274,35,JAWA TIMUR,2021-10,EKSEKUTIF PALIATIF NYERI,LAKI LAKI,0.0,PASIEN,2021
2274,45482274,35,JAWA TIMUR,2021-10,EKSEKUTIF PALIATIF NYERI,PEREMPUAN,6.0,PASIEN,2021
2275,45492275,35,JAWA TIMUR,2021-10,EKSEKUTIF GIGI DAN MULUT,LAKI LAKI,3.0,PASIEN,2021
2275,45502275,35,JAWA TIMUR,2021-10,EKSEKUTIF GIGI DAN MULUT,PEREMPUAN,3.0,PASIEN,2021
2276,45512276,35,JAWA TIMUR,2021-10,PALIATIF NYERI,LAKI LAKI,1.0,PASIEN,2021
2276,45522276,35,JAWA TIMUR,2021-10,PALIATIF NYERI,PEREMPUAN,0.0,PASIEN,2021
2277,45532277,35,JAWA TIMUR,2021-10,THT-KL,LAKI LAKI,48.0,PASIEN,2021
2277,45542277,35,JAWA TIMUR,2021-10,THT-KL,PEREMPUAN,47.0,PASIEN,2021
2278,45552278,35,JAWA TIMUR,2021-10,ASIH,LAKI LAKI,1.0,PASIEN,2021
2278,45562278,35,JAWA TIMUR,2021-10,ASIH,PEREMPUAN,54.0,PASIEN,2021
2279,45572279,35,JAWA TIMUR,2021-10,BEDAH ORTHOPEDI,LAKI LAKI,181.0,PASIEN,2021
2279,45582279,35,JAWA TIMUR,2021-10,BEDAH ORTHOPEDI,PEREMPUAN,174.0,PASIEN,2021
2280,45592280,35,JAWA TIMUR,2021-10,ANAK,LAKI LAKI,46.0,PASIEN,2021
2280,45602280,35,JAWA TIMUR,2021-10,ANAK,PEREMPUAN,30.0,PASIEN,2021
2281,45612281,35,JAWA TIMUR,2021-10,EKSEKUTIF MATA,LAKI LAKI,30.0,PASIEN,2021
2281,45622281,35,JAWA TIMUR,2021-10,EKSEKUTIF MATA,PEREMPUAN,64.0,PASIEN,2021
2282,45632282,35,JAWA TIMUR,2021-10,EKSEKUTIF REHAB MEDIK,LAKI LAKI,18.0,PASIEN,2021
2282,45642282,35,JAWA TIMUR,2021-10,EKSEKUTIF REHAB MEDIK,PEREMPUAN,18.0,PASIEN,2021
2283,45652283,35,JAWA TIMUR,2021-10,EKSEKUTIF BEDAH SARAF,LAKI LAKI,10.0,PASIEN,2021
2283,45662283,35,JAWA TIMUR,2021-10,EKSEKUTIF BEDAH SARAF,PEREMPUAN,6.0,PASIEN,2021
2284,45672284,35,JAWA TIMUR,2021-10,TB MDR,LAKI LAKI,14.0,PASIEN,2021
2284,45682284,35,JAWA TIMUR,2021-10,TB MDR,PEREMPUAN,5.0,PASIEN,2021
2285,45692285,35,JAWA TIMUR,2021-10,MATA,LAKI LAKI,95.0,PASIEN,2021
2285,45702285,35,JAWA TIMUR,2021-10,MATA,PEREMPUAN,106.0,PASIEN,2021
2286,45712286,35,JAWA TIMUR,2021-10,EKSEKUTIF KEBIDANAN/KANDUNGAN,LAKI LAKI,1.0,PASIEN,2021
2286,45722286,35,JAWA TIMUR,2021-10,EKSEKUTIF KEBIDANAN/KANDUNGAN,PEREMPUAN,61.0,PASIEN,2021
2287,45732287,35,JAWA TIMUR,2021-10,HEMODIALISA,LAKI LAKI,112.0,PASIEN,2021
2287,45742287,35,JAWA TIMUR,2021-10,HEMODIALISA,PEREMPUAN,81.0,PASIEN,2021
2288,45752288,35,JAWA TIMUR,2021-10,GIGI & MULUT,LAKI LAKI,46.0,PASIEN,2021
2288,45762288,35,JAWA TIMUR,2021-10,GIGI & MULUT,PEREMPUAN,55.0,PASIEN,2021
2289,45772289,35,JAWA TIMUR,2021-10,EKSEKUTIF ANAK,LAKI LAKI,4.0,PASIEN,2021
2289,45782289,35,JAWA TIMUR,2021-10,EKSEKUTIF ANAK,PEREMPUAN,3.0,PASIEN,2021
2290,45792290,35,JAWA TIMUR,2021-10,BEDAH UROLOGI,LAKI LAKI,187.0,PASIEN,2021
2290,45802290,35,JAWA TIMUR,2021-10,BEDAH UROLOGI,PEREMPUAN,61.0,PASIEN,2021
2291,45812291,35,JAWA TIMUR,2021-10,EKSEKUTIF INTERNE/PENYAKIT DALAM,LAKI LAKI,80.0,PASIEN,2021
2291,45822291,35,JAWA TIMUR,2021-10,EKSEKUTIF INTERNE/PENYAKIT DALAM,PEREMPUAN,92.0,PASIEN,2021
2292,45832292,35,JAWA TIMUR,2021-10,KULIT & KELAMIN,LAKI LAKI,77.0,PASIEN,2021
2292,45842292,35,JAWA TIMUR,2021-10,KULIT & KELAMIN,PEREMPUAN,91.0,PASIEN,2021
2293,45852293,35,JAWA TIMUR,2021-10,BEDAH SYARAF,LAKI LAKI,31.0,PASIEN,2021
2293,45862293,35,JAWA TIMUR,2021-10,BEDAH SYARAF,PEREMPUAN,48.0,PASIEN,2021
2294,45872294,35,JAWA TIMUR,2021-10,REHAB MEDIK,LAKI LAKI,155.0,PASIEN,2021
2294,45882294,35,JAWA TIMUR,2021-10,REHAB MEDIK,PEREMPUAN,161.0,PASIEN,2021
2295,45892295,35,JAWA TIMUR,2021-10,PSIKIATRI/JIWA,LAKI LAKI,60.0,PASIEN,2021
2295,45902295,35,JAWA TIMUR,2021-10,PSIKIATRI/JIWA,PEREMPUAN,77.0,PASIEN,2021
2296,45912296,35,JAWA TIMUR,2021-10,EKSEKUTIF SARAF,LAKI LAKI,29.0,PASIEN,2021
2296,45922296,35,JAWA TIMUR,2021-10,EKSEKUTIF SARAF,PEREMPUAN,29.0,PASIEN,2021
2297,45932297,35,JAWA TIMUR,2021-10,BEDAH UMUM,LAKI LAKI,67.0,PASIEN,2021
2297,45942297,35,JAWA TIMUR,2021-10,BEDAH UMUM,PEREMPUAN,94.0,PASIEN,2021
2298,45952298,35,JAWA TIMUR,2021-10,KEBIDANAN/KANDUNGAN,LAKI LAKI,1.0,PASIEN,2021
2298,45962298,35,JAWA TIMUR,2021-10,KEBIDANAN/KANDUNGAN,PEREMPUAN,37.0,PASIEN,2021
2299,45972299,35,JAWA TIMUR,2021-10,EKSEKUTIF BEDAH ORTHOPEDI,LAKI LAKI,54.0,PASIEN,2021
2299,45982299,35,JAWA TIMUR,2021-10,EKSEKUTIF BEDAH ORTHOPEDI,PEREMPUAN,76.0,PASIEN,2021
2300,45992300,35,JAWA TIMUR,2021-10,KELUARGA BERENCANA,LAKI LAKI,0.0,PASIEN,2021
2300,46002300,35,JAWA TIMUR,2021-10,KELUARGA BERENCANA,PEREMPUAN,3.0,PASIEN,2021
2301,46012301,35,JAWA TIMUR,2021-10,JANTUNG,LAKI LAKI,241.0,PASIEN,2021
2301,46022301,35,JAWA TIMUR,2021-10,JANTUNG,PEREMPUAN,271.0,PASIEN,2021
2302,46032302,35,JAWA TIMUR,2021-10,EKSEKUTIF PSIKIATRI / JIWA,LAKI LAKI,6.0,PASIEN,2021
2302,46042302,35,JAWA TIMUR,2021-10,EKSEKUTIF PSIKIATRI / JIWA,PEREMPUAN,1.0,PASIEN,2021
2303,46052303,35,JAWA TIMUR,2021-10,GENERAL CHECKUP,LAKI LAKI,271.0,PASIEN,2021
2303,46062303,35,JAWA TIMUR,2021-10,GENERAL CHECKUP,PEREMPUAN,271.0,PASIEN,2021
2304,46072304,35,JAWA TIMUR,2021-10,SYARAF,LAKI LAKI,116.0,PASIEN,2021
2304,46082304,35,JAWA TIMUR,2021-10,SYARAF,PEREMPUAN,114.0,PASIEN,2021
2305,46092305,35,JAWA TIMUR,2021-10,EKSEKUTIF THT,LAKI LAKI,9.0,PASIEN,2021
2305,46102305,35,JAWA TIMUR,2021-10,EKSEKUTIF THT,PEREMPUAN,11.0,PASIEN,2021
2306,46112306,35,JAWA TIMUR,2021-10,PARU,LAKI LAKI,33.0,PASIEN,2021
2306,46122306,35,JAWA TIMUR,2021-10,PARU,PEREMPUAN,46.0,PASIEN,2021
2307,46132307,35,JAWA TIMUR,2021-10,EKSEKUTIF BEDAH UROLOGI,LAKI LAKI,40.0,PASIEN,2021
2307,46142307,35,JAWA TIMUR,2021-10,EKSEKUTIF BEDAH UROLOGI,PEREMPUAN,20.0,PASIEN,2021
2308,46152308,35,JAWA TIMUR,2021-10,EKSEKUTIF KULIT DAN KELAMIN,LAKI LAKI,12.0,PASIEN,2021
2308,46162308,35,JAWA TIMUR,2021-10,EKSEKUTIF KULIT DAN KELAMIN,PEREMPUAN,24.0,PASIEN,2021
2309,46172309,35,JAWA TIMUR,2021-10,INTERNE/PENY. DALAM,LAKI LAKI,271.0,PASIEN,2021
2309,46182309,35,JAWA TIMUR,2021-10,INTERNE/PENY. DALAM,PEREMPUAN,271.0,PASIEN,2021
2310,46192310,35,JAWA TIMUR,2021-10,EKSEKUTIF JANTUNG,LAKI LAKI,45.0,PASIEN,2021
2310,46202310,35,JAWA TIMUR,2021-10,EKSEKUTIF JANTUNG,PEREMPUAN,66.0,PASIEN,2021
2311,46212311,35,JAWA TIMUR,2021-10,EKSEKUTIF PARU,LAKI LAKI,11.0,PASIEN,2021
2311,46222311,35,JAWA TIMUR,2021-10,EKSEKUTIF PARU,PEREMPUAN,5.0,PASIEN,2021
2312,46232312,35,JAWA TIMUR,2022-10,GIZI,LAKI LAKI,14.0,PASIEN,2022
2312,46242312,35,JAWA TIMUR,2022-10,GIZI,PEREMPUAN,8.0,PASIEN,2022
2313,46252313,35,JAWA TIMUR,2022-10,EKSEKUTIF BEDAH UMUM,LAKI LAKI,39.0,PASIEN,2022
2313,46262313,35,JAWA TIMUR,2022-10,EKSEKUTIF BEDAH UMUM,PEREMPUAN,46.0,PASIEN,2022
2314,46272314,35,JAWA TIMUR,2022-10,EKSEKUTIF GIGI DAN MULUT,LAKI LAKI,5.0,PASIEN,2022
2314,46282314,35,JAWA TIMUR,2022-10,EKSEKUTIF GIGI DAN MULUT,PEREMPUAN,4.0,PASIEN,2022
2315,46292315,35,JAWA TIMUR,2022-10,THT-KL,LAKI LAKI,79.0,PASIEN,2022
2315,46302315,35,JAWA TIMUR,2022-10,THT-KL,PEREMPUAN,75.0,PASIEN,2022
2316,46312316,35,JAWA TIMUR,2022-10,ASIH,LAKI LAKI,0.0,PASIEN,2022
2316,46322316,35,JAWA TIMUR,2022-10,ASIH,PEREMPUAN,50.0,PASIEN,2022
2317,46332317,35,JAWA TIMUR,2022-10,EKSEKUTIF ENDOSKOPI,LAKI LAKI,1.0,PASIEN,2022
2317,46342317,35,JAWA TIMUR,2022-10,EKSEKUTIF ENDOSKOPI,PEREMPUAN,0.0,PASIEN,2022
2318,46352318,35,JAWA TIMUR,2022-10,BEDAH ORTHOPEDI,LAKI LAKI,221.0,PASIEN,2022
2318,46362318,35,JAWA TIMUR,2022-10,BEDAH ORTHOPEDI,PEREMPUAN,223.0,PASIEN,2022
2319,46372319,35,JAWA TIMUR,2022-10,ANAK,LAKI LAKI,102.0,PASIEN,2022
2319,46382319,35,JAWA TIMUR,2022-10,ANAK,PEREMPUAN,84.0,PASIEN,2022
2320,46392320,35,JAWA TIMUR,2022-10,EKSEKUTIF MATA,LAKI LAKI,27.0,PASIEN,2022
2320,46402320,35,JAWA TIMUR,2022-10,EKSEKUTIF MATA,PEREMPUAN,53.0,PASIEN,2022
2321,46412321,35,JAWA TIMUR,2022-10,TB MDR,LAKI LAKI,19.0,PASIEN,2022
2321,46422321,35,JAWA TIMUR,2022-10,TB MDR,PEREMPUAN,7.0,PASIEN,2022
2322,46432322,35,JAWA TIMUR,2022-10,EKSEKUTIF BEDAH SARAF,LAKI LAKI,12.0,PASIEN,2022
2322,46442322,35,JAWA TIMUR,2022-10,EKSEKUTIF BEDAH SARAF,PEREMPUAN,18.0,PASIEN,2022
2323,46452323,35,JAWA TIMUR,2022-10,EKSEKUTIF REHAB MEDIK,LAKI LAKI,19.0,PASIEN,2022
2323,46462323,35,JAWA TIMUR,2022-10,EKSEKUTIF REHAB MEDIK,PEREMPUAN,17.0,PASIEN,2022
2324,46472324,35,JAWA TIMUR,2022-10,MATA,LAKI LAKI,125.0,PASIEN,2022
2324,46482324,35,JAWA TIMUR,2022-10,MATA,PEREMPUAN,120.0,PASIEN,2022
2325,46492325,35,JAWA TIMUR,2022-10,EKSEKUTIF KEBIDANAN/KANDUNGAN,LAKI LAKI,2.0,PASIEN,2022
2325,46502325,35,JAWA TIMUR,2022-10,EKSEKUTIF KEBIDANAN/KANDUNGAN,PEREMPUAN,53.0,PASIEN,2022
2326,46512326,35,JAWA TIMUR,2022-10,HEMODIALISA,LAKI LAKI,138.0,PASIEN,2022
2326,46522326,35,JAWA TIMUR,2022-10,HEMODIALISA,PEREMPUAN,119.0,PASIEN,2022
2327,46532327,35,JAWA TIMUR,2022-10,GIGI & MULUT,LAKI LAKI,65.0,PASIEN,2022
2327,46542327,35,JAWA TIMUR,2022-10,GIGI & MULUT,PEREMPUAN,82.0,PASIEN,2022
2328,46552328,35,JAWA TIMUR,2022-10,EKSEKUTIF ANAK,LAKI LAKI,10.0,PASIEN,2022
2328,46562328,35,JAWA TIMUR,2022-10,EKSEKUTIF ANAK,PEREMPUAN,5.0,PASIEN,2022
2329,46572329,35,JAWA TIMUR,2022-10,EKSEKUTIF INTERNE/PENYAKIT DALAM,LAKI LAKI,81.0,PASIEN,2022
2329,46582329,35,JAWA TIMUR,2022-10,EKSEKUTIF INTERNE/PENYAKIT DALAM,PEREMPUAN,110.0,PASIEN,2022
2330,46592330,35,JAWA TIMUR,2022-10,BEDAH UROLOGI,LAKI LAKI,204.0,PASIEN,2022
2330,46602330,35,JAWA TIMUR,2022-10,BEDAH UROLOGI,PEREMPUAN,63.0,PASIEN,2022
2331,46612331,35,JAWA TIMUR,2022-10,KULIT & KELAMIN,LAKI LAKI,78.0,PASIEN,2022
2331,46622331,35,JAWA TIMUR,2022-10,KULIT & KELAMIN,PEREMPUAN,103.0,PASIEN,2022
2332,46632332,35,JAWA TIMUR,2022-10,REHAB MEDIK,LAKI LAKI,241.0,PASIEN,2022
2332,46642332,35,JAWA TIMUR,2022-10,REHAB MEDIK,PEREMPUAN,271.0,PASIEN,2022
2333,46652333,35,JAWA TIMUR,2022-10,PSIKIATRI/JIWA,LAKI LAKI,68.0,PASIEN,2022
2333,46662333,35,JAWA TIMUR,2022-10,PSIKIATRI/JIWA,PEREMPUAN,69.0,PASIEN,2022
2334,46672334,35,JAWA TIMUR,2022-10,BEDAH SYARAF,LAKI LAKI,63.0,PASIEN,2022
2334,46682334,35,JAWA TIMUR,2022-10,BEDAH SYARAF,PEREMPUAN,105.0,PASIEN,2022
2335,46692335,35,JAWA TIMUR,2022-10,EKSEKUTIF SARAF,LAKI LAKI,36.0,PASIEN,2022
2335,46702335,35,JAWA TIMUR,2022-10,EKSEKUTIF SARAF,PEREMPUAN,34.0,PASIEN,2022
2336,46712336,35,JAWA TIMUR,2022-10,EKSEKUTIF ESTETIKA,LAKI LAKI,11.0,PASIEN,2022
2336,46722336,35,JAWA TIMUR,2022-10,EKSEKUTIF ESTETIKA,PEREMPUAN,44.0,PASIEN,2022
2337,46732337,35,JAWA TIMUR,2022-10,BEDAH UMUM,LAKI LAKI,81.0,PASIEN,2022
2337,46742337,35,JAWA TIMUR,2022-10,BEDAH UMUM,PEREMPUAN,133.0,PASIEN,2022
2338,46752338,35,JAWA TIMUR,2022-10,KEBIDANAN/KANDUNGAN,LAKI LAKI,1.0,PASIEN,2022
2338,46762338,35,JAWA TIMUR,2022-10,KEBIDANAN/KANDUNGAN,PEREMPUAN,29.0,PASIEN,2022
2339,46772339,35,JAWA TIMUR,2022-10,EKSEKUTIF BEDAH ORTHOPEDI,LAKI LAKI,53.0,PASIEN,2022
2339,46782339,35,JAWA TIMUR,2022-10,EKSEKUTIF BEDAH ORTHOPEDI,PEREMPUAN,49.0,PASIEN,2022
2340,46792340,35,JAWA TIMUR,2022-10,KELUARGA BERENCANA,LAKI LAKI,0.0,PASIEN,2022
2340,46802340,35,JAWA TIMUR,2022-10,KELUARGA BERENCANA,PEREMPUAN,3.0,PASIEN,2022
2341,46812341,35,JAWA TIMUR,2022-10,JANTUNG,LAKI LAKI,271.0,PASIEN,2022
2341,46822341,35,JAWA TIMUR,2022-10,JANTUNG,PEREMPUAN,271.0,PASIEN,2022
2342,46832342,35,JAWA TIMUR,2022-10,EKSEKUTIF PSIKIATRI / JIWA,LAKI LAKI,4.0,PASIEN,2022
2342,46842342,35,JAWA TIMUR,2022-10,EKSEKUTIF PSIKIATRI / JIWA,PEREMPUAN,5.0,PASIEN,2022
2343,46852343,35,JAWA TIMUR,2022-10,GENERAL CHECKUP,LAKI LAKI,212.0,PASIEN,2022
2343,46862343,35,JAWA TIMUR,2022-10,GENERAL CHECKUP,PEREMPUAN,185.0,PASIEN,2022
2344,46872344,35,JAWA TIMUR,2022-10,SYARAF,LAKI LAKI,210.0,PASIEN,2022
2344,46882344,35,JAWA TIMUR,2022-10,SYARAF,PEREMPUAN,207.0,PASIEN,2022
2345,46892345,35,JAWA TIMUR,2022-10,EKSEKUTIF THT,LAKI LAKI,12.0,PASIEN,2022
2345,46902345,35,JAWA TIMUR,2022-10,EKSEKUTIF THT,PEREMPUAN,13.0,PASIEN,2022
2346,46912346,35,JAWA TIMUR,2022-10,PARU,LAKI LAKI,52.0,PASIEN,2022
2346,46922346,35,JAWA TIMUR,2022-10,PARU,PEREMPUAN,38.0,PASIEN,2022
2347,46932347,35,JAWA TIMUR,2022-10,EKSEKUTIF KULIT DAN KELAMIN,LAKI LAKI,18.0,PASIEN,2022
2347,46942347,35,JAWA TIMUR,2022-10,EKSEKUTIF KULIT DAN KELAMIN,PEREMPUAN,21.0,PASIEN,2022
2348,46952348,35,JAWA TIMUR,2022-10,EKSEKUTIF BEDAH UROLOGI,LAKI LAKI,45.0,PASIEN,2022
2348,46962348,35,JAWA TIMUR,2022-10,EKSEKUTIF BEDAH UROLOGI,PEREMPUAN,10.0,PASIEN,2022
2349,46972349,35,JAWA TIMUR,2022-10,INTERNE/PENY. DALAM,LAKI LAKI,271.0,PASIEN,2022
2349,46982349,35,JAWA TIMUR,2022-10,INTERNE/PENY. DALAM,PEREMPUAN,271.0,PASIEN,2022
2350,46992350,35,JAWA TIMUR,2022-10,ANASTESI,LAKI LAKI,23.0,PASIEN,2022
2350,47002350,35,JAWA TIMUR,2022-10,ANASTESI,PEREMPUAN,12.0,PASIEN,2022
2351,47012351,35,JAWA TIMUR,2022-10,EKSEKUTIF PARU,LAKI LAKI,4.0,PASIEN,2022
2351,47022351,35,JAWA TIMUR,2022-10,EKSEKUTIF PARU,PEREMPUAN,12.0,PASIEN,2022
2352,47032352,35,JAWA TIMUR,2022-10,EKSEKUTIF JANTUNG,LAKI LAKI,68.0,PASIEN,2022
2352,47042352,35,JAWA TIMUR,2022-10,EKSEKUTIF JANTUNG,PEREMPUAN,69.0,PASIEN,2022
2353,47052353,35,JAWA TIMUR,2022-10,EKSEKUTIF PALIATIF NYERI,LAKI LAKI,12.0,PASIEN,2022
2353,47062353,35,JAWA TIMUR,2022-10,EKSEKUTIF PALIATIF NYERI,PEREMPUAN,30.0,PASIEN,2022
2354,47072354,35,JAWA TIMUR,2022-10,PALIATIF NYERI,LAKI LAKI,1.0,PASIEN,2022
2354,47082354,35,JAWA TIMUR,2022-10,PALIATIF NYERI,PEREMPUAN,5.0,PASIEN,2022
2355,47092355,35,JAWA TIMUR,2022-11,GIZI,LAKI LAKI,10.0,PASIEN,2022
2355,47102355,35,JAWA TIMUR,2022-11,GIZI,PEREMPUAN,7.0,PASIEN,2022
2356,47112356,35,JAWA TIMUR,2022-11,EKSEKUTIF BEDAH UMUM,LAKI LAKI,39.0,PASIEN,2022
2356,47122356,35,JAWA TIMUR,2022-11,EKSEKUTIF BEDAH UMUM,PEREMPUAN,46.0,PASIEN,2022
2357,47132357,35,JAWA TIMUR,2022-11,EKSEKUTIF GIGI DAN MULUT,LAKI LAKI,6.0,PASIEN,2022
2357,47142357,35,JAWA TIMUR,2022-11,EKSEKUTIF GIGI DAN MULUT,PEREMPUAN,5.0,PASIEN,2022
2358,47152358,35,JAWA TIMUR,2022-11,THT-KL,LAKI LAKI,86.0,PASIEN,2022
2358,47162358,35,JAWA TIMUR,2022-11,THT-KL,PEREMPUAN,87.0,PASIEN,2022
2359,47172359,35,JAWA TIMUR,2022-11,ANAK,LAKI LAKI,105.0,PASIEN,2022
2359,47182359,35,JAWA TIMUR,2022-11,ANAK,PEREMPUAN,77.0,PASIEN,2022
2360,47192360,35,JAWA TIMUR,2022-11,BEDAH ORTHOPEDI,LAKI LAKI,265.0,PASIEN,2022
2360,47202360,35,JAWA TIMUR,2022-11,BEDAH ORTHOPEDI,PEREMPUAN,269.0,PASIEN,2022
2361,47212361,35,JAWA TIMUR,2022-11,EKSEKUTIF MATA,LAKI LAKI,31.0,PASIEN,2022
2361,47222361,35,JAWA TIMUR,2022-11,EKSEKUTIF MATA,PEREMPUAN,67.0,PASIEN,2022
2362,47232362,35,JAWA TIMUR,2022-11,TB MDR,LAKI LAKI,18.0,PASIEN,2022
2362,47242362,35,JAWA TIMUR,2022-11,TB MDR,PEREMPUAN,7.0,PASIEN,2022
2363,47252363,35,JAWA TIMUR,2022-11,EKSEKUTIF REHAB MEDIK,LAKI LAKI,18.0,PASIEN,2022
2363,47262363,35,JAWA TIMUR,2022-11,EKSEKUTIF REHAB MEDIK,PEREMPUAN,16.0,PASIEN,2022
2364,47272364,35,JAWA TIMUR,2022-11,EKSEKUTIF BEDAH SARAF,LAKI LAKI,13.0,PASIEN,2022
2364,47282364,35,JAWA TIMUR,2022-11,EKSEKUTIF BEDAH SARAF,PEREMPUAN,19.0,PASIEN,2022
2365,47292365,35,JAWA TIMUR,2022-11,MATA,LAKI LAKI,124.0,PASIEN,2022
2365,47302365,35,JAWA TIMUR,2022-11,MATA,PEREMPUAN,136.0,PASIEN,2022
2366,47312366,35,JAWA TIMUR,2022-11,EKSEKUTIF KEBIDANAN/KANDUNGAN,LAKI LAKI,1.0,PASIEN,2022
2366,47322366,35,JAWA TIMUR,2022-11,EKSEKUTIF KEBIDANAN/KANDUNGAN,PEREMPUAN,64.0,PASIEN,2022
2367,47332367,35,JAWA TIMUR,2022-11,HEMODIALISA,LAKI LAKI,137.0,PASIEN,2022
2367,47342367,35,JAWA TIMUR,2022-11,HEMODIALISA,PEREMPUAN,119.0,PASIEN,2022
2368,47352368,35,JAWA TIMUR,2022-11,GIGI & MULUT,LAKI LAKI,66.0,PASIEN,2022
2368,47362368,35,JAWA TIMUR,2022-11,GIGI & MULUT,PEREMPUAN,92.0,PASIEN,2022
2369,47372369,35,JAWA TIMUR,2022-11,EKSEKUTIF ANAK,LAKI LAKI,11.0,PASIEN,2022
2369,47382369,35,JAWA TIMUR,2022-11,EKSEKUTIF ANAK,PEREMPUAN,6.0,PASIEN,2022
2370,47392370,35,JAWA TIMUR,2022-11,EKSEKUTIF INTERNE/PENYAKIT DALAM,LAKI LAKI,92.0,PASIEN,2022
2370,47402370,35,JAWA TIMUR,2022-11,EKSEKUTIF INTERNE/PENYAKIT DALAM,PEREMPUAN,119.0,PASIEN,2022
2371,47412371,35,JAWA TIMUR,2022-11,BEDAH UROLOGI,LAKI LAKI,209.0,PASIEN,2022
2371,47422371,35,JAWA TIMUR,2022-11,BEDAH UROLOGI,PEREMPUAN,69.0,PASIEN,2022
2372,47432372,35,JAWA TIMUR,2022-11,KULIT & KELAMIN,LAKI LAKI,81.0,PASIEN,2022
2372,47442372,35,JAWA TIMUR,2022-11,KULIT & KELAMIN,PEREMPUAN,94.0,PASIEN,2022
2373,47452373,35,JAWA TIMUR,2022-11,BEDAH SYARAF,LAKI LAKI,79.0,PASIEN,2022
2373,47462373,35,JAWA TIMUR,2022-11,BEDAH SYARAF,PEREMPUAN,100.0,PASIEN,2022
2374,47472374,35,JAWA TIMUR,2022-11,REHAB MEDIK,LAKI LAKI,255.0,PASIEN,2022
2374,47482374,35,JAWA TIMUR,2022-11,REHAB MEDIK,PEREMPUAN,271.0,PASIEN,2022
2375,47492375,35,JAWA TIMUR,2022-11,PSIKIATRI/JIWA,LAKI LAKI,62.0,PASIEN,2022
2375,47502375,35,JAWA TIMUR,2022-11,PSIKIATRI/JIWA,PEREMPUAN,76.0,PASIEN,2022
2376,47512376,35,JAWA TIMUR,2022-11,EKSEKUTIF SARAF,LAKI LAKI,34.0,PASIEN,2022
2376,47522376,35,JAWA TIMUR,2022-11,EKSEKUTIF SARAF,PEREMPUAN,43.0,PASIEN,2022
2377,47532377,35,JAWA TIMUR,2022-11,ONKOLOGI,LAKI LAKI,1.0,PASIEN,2022
2377,47542377,35,JAWA TIMUR,2022-11,ONKOLOGI,PEREMPUAN,0.0,PASIEN,2022
2378,47552378,35,JAWA TIMUR,2022-11,EKSEKUTIF ESTETIKA,LAKI LAKI,9.0,PASIEN,2022
2378,47562378,35,JAWA TIMUR,2022-11,EKSEKUTIF ESTETIKA,PEREMPUAN,37.0,PASIEN,2022
2379,47572379,35,JAWA TIMUR,2022-11,BEDAH UMUM,LAKI LAKI,81.0,PASIEN,2022
2379,47582379,35,JAWA TIMUR,2022-11,BEDAH UMUM,PEREMPUAN,149.0,PASIEN,2022
2380,47592380,35,JAWA TIMUR,2022-11,KEBIDANAN/KANDUNGAN,LAKI LAKI,0.0,PASIEN,2022
2380,47602380,35,JAWA TIMUR,2022-11,KEBIDANAN/KANDUNGAN,PEREMPUAN,46.0,PASIEN,2022
2381,47612381,35,JAWA TIMUR,2022-11,EKSEKUTIF BEDAH ORTHOPEDI,LAKI LAKI,53.0,PASIEN,2022
2381,47622381,35,JAWA TIMUR,2022-11,EKSEKUTIF BEDAH ORTHOPEDI,PEREMPUAN,76.0,PASIEN,2022
2382,47632382,35,JAWA TIMUR,2022-11,KELUARGA BERENCANA,LAKI LAKI,0.0,PASIEN,2022
2382,47642382,35,JAWA TIMUR,2022-11,KELUARGA BERENCANA,PEREMPUAN,8.0,PASIEN,2022
2383,47652383,35,JAWA TIMUR,2022-11,JANTUNG,LAKI LAKI,271.0,PASIEN,2022
2383,47662383,35,JAWA TIMUR,2022-11,JANTUNG,PEREMPUAN,271.0,PASIEN,2022
2384,47672384,35,JAWA TIMUR,2022-11,EKSEKUTIF PSIKIATRI / JIWA,LAKI LAKI,7.0,PASIEN,2022
2384,47682384,35,JAWA TIMUR,2022-11,EKSEKUTIF PSIKIATRI / JIWA,PEREMPUAN,3.0,PASIEN,2022
2385,47692385,35,JAWA TIMUR,2022-11,GENERAL CHECKUP,LAKI LAKI,58.0,PASIEN,2022
2385,47702385,35,JAWA TIMUR,2022-11,GENERAL CHECKUP,PEREMPUAN,84.0,PASIEN,2022
2386,47712386,35,JAWA TIMUR,2022-11,SYARAF,LAKI LAKI,223.0,PASIEN,2022
2386,47722386,35,JAWA TIMUR,2022-11,SYARAF,PEREMPUAN,207.0,PASIEN,2022
2387,47732387,35,JAWA TIMUR,2022-11,PARU,LAKI LAKI,47.0,PASIEN,2022
2387,47742387,35,JAWA TIMUR,2022-11,PARU,PEREMPUAN,48.0,PASIEN,2022
2388,47752388,35,JAWA TIMUR,2022-11,EKSEKUTIF THT,LAKI LAKI,13.0,PASIEN,2022
2388,47762388,35,JAWA TIMUR,2022-11,EKSEKUTIF THT,PEREMPUAN,7.0,PASIEN,2022
2389,47772389,35,JAWA TIMUR,2022-11,EKSEKUTIF KULIT DAN KELAMIN,LAKI LAKI,14.0,PASIEN,2022
2389,47782389,35,JAWA TIMUR,2022-11,EKSEKUTIF KULIT DAN KELAMIN,PEREMPUAN,17.0,PASIEN,2022
